,title,author,tags,summary,words,chapters,comment,kudos,bookmarks,hits
4040,Taste Test,Fyre,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","The angel tilts his half-empty glass towards him. “I don’t need to know the precise numbers, but I can assure you I can remember them all.”For a long moment, Crowley stares at him, golden eyes dark and speculative. “Bet you can’t.” Before Aziraphale can protest, he holds up a hand. “No. Listen. I’ll recreate… oh… let’s start with ten, and you have to identify them. When I win, I get to choose my prize.”“When you win?” Azirahale laughs in disbelieving outrage. “When?” He straightens in his chair. “Oh, my dear, you underestimate me.”",3199.0,1,23,185,12,1173
4041,26. Masturbation,Quefish,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",Aziraphale calls Crowley to come over for some evening entertainment. He asks Crowley to tell him a fantasy.,2515.0,1,37,185,6,2174
4042,Model Rivalries,Blue_Sparkle,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","As models from two rivaling agencies Crowley and Aziraphale can't be seen even so much as being too friendly to each other in public. Tip toeing around the watchful gaze of their bosses, gossip bloggers, and the precarious conditions of their careers is not the best foundation of a relationship though...Combination of Art and Fic",2328.0,1,34,185,16,912
4043,little demonic miracle,theycallmeDernhelm (onyourleft084),"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",Aziraphale has a little talk to his mum.,590.0,1,20,185,13,829
4044,Angelic Walkabout,Zeckarin,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",Aziraphale needs to travel away for a few months.But Fate (and friends) seems to be determined to bring him back.Or: Is it possible for an angel to take a break?The answer is (apparently) no.,12957.0,6,106,185,9,2143
4045,We shall not sleep,AarinsRitsuka,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","This fic takes place in a fantastic reverse AU created by Sparky (AarinsRitsuka), where Aziraphale is a powerful demon tasked with selling secrets, and his best friend is the Archangel Raphael the healer, who is living on Earth under the name Anthony J Crowley.In this fic, Crowley finds himself cold and exhausted by trying to care for the soldiers engaged in WWI trench warfare. Fortunately, someone pays him a visit and provides the Archangel of Healing with a little care himself.",2645.0,1,40,185,17,1307
4046,Four of A Kind AU (Art-work),CatofApocalypse,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",Good Omens: Four of a Kind AU------------What if all versions of Crowleys are siblings? (Same for Aziraphale)------------Created by Shae_C and me,788.0,14,49,185,25,2312
4047,closing hours,planetundersiege,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","“Angel, please. This is forever. Can’t we just go home?”“Patience darling, this has to be done.”“Can’t you just do that tomorrow, I really wanna get home with you.”“For what reason my dear? I’m curious on why you can’t spare a few minutes.”",1822.0,1,3,185,13,2731
4048,Sweet Holiday,SparkleInTheStars,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","When Crowley and Aziraphale spend their first Christmas together, Aziraphale falls ill and is worried their holiday is ruined.  Crowley takes care of him and makes it a Christmas to remember, what else would a sugar daddy do?Human AU set in Shay_Moonsilk's Sugar Daddy verse from her Sweet Series.",2697.0,1,13,185,19,1971
4049,Various Types of Scarring,Dr_Wahoo,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","During their “trials,” Crowley and Aziraphale discover how their superiors treated the other. A long-overdue conversation follows.",4047.0,1,12,185,23,1181
4050,What do I stand for (most nights I don't know),the wanderer (a_sentimental_man),"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","It had been ten months since the Apocalypse-that-wasn't.All was well - Aziraphale could finally revel in his feelings for Crowley, could finally breathe again afteryearsof preparing for the inevitable.Until a visit from God threatens to ruin it.",1883.0,1,5,185,17,1759
4051,Pretty Little Thing,CigsAndWhiskey,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Aziraphale thinks that Crowley is a pretty little thing. The angel and demon share one brain cell, and neither of them have it when they’re gazing at each other in love (or lust). Crowley is definitely shy while making love (getting f'd). Not beta’d, and format is a little wonky, but I hope you enjoy what it is nonetheless? Maybe I'll fix it up a bit someday. I do use the word ""cunt"" in here, just a FYI.",2540.0,1,4,185,13,1978
4052,In the Details,effing_gravity (Malteaser),"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett', 'Lucifer (TV)']","One night, an old flame of Lucifer's walks into the Lux.",3151.0,1,10,185,30,2238
4053,Some (NSFW) Drawings,ColorfulFlowersToo,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",A place to collect the art that's a bit more sexy or from fics with darker content,746.0,5,25,185,7,4220
4054,Like Bread for Ducks,caffeinefire,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","“And that means we can’t throw bread at them anymore?” Crowley raised one eyebrow, then tossed another piece of crust toward the ducks in defiance. By the time it hit the water it was a handful of frozen peas, and Aziraphale huffed, frustrated.“Yes, now will you please stop that?”“Not until you tell me why,” the next chunk he threw was larger, and changed to rain of corn. The ducks quacked in annoyance.",891.0,1,25,185,17,984
4055,Afterward,goodomensblog (just_quintessentially_me),"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","A Good Omens Choose Your Own Adventure Fic:Dark, acrid mist seeps from the ground, spiraling up, ravenous, as though intent on swallowing up the sun. At it’s center, Beelzebub, Lord of the Flies, rises - born of mist and smoke. And there, Crowley stands, one hand on the bookshop door, his back open and unguarded.Aziraphale is lunging, ancient instincts buried in his bones, deeper than marrow, driving him to throw up his arms as he leaps in front of Crowley.",22102.0,19,339,185,42,2758
4056,Dripping Sweetness,FluidMimikyu,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Crowley had a problem.Well, honestly he had a lot of problems, but most of them he could deal with or ignore.This problem he could do neither of those options.",4796.0,1,10,185,23,2183
4057,Starlight,Winter_Skye,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Hogwarts AU~ No knowledge of Harry Potter is needed to understand the story!“Crowley, dear?” Aziraphale gingerly called out, swirling his wand around himself yet again to remove the charm.“That you, Angel?” He smirked, turning to face the blond standing in the doorway. His answer came in the form of Aziraphale quietly walking over and situating himself next to him on the blanket.“And I come bearing food too.”“Wouldn’t be a picnic without that,” Crowley chuckled, the moonlight glistening off his tinted glasses as he leaned over to open the basket.",2334.0,1,11,185,17,1153
4058,"Little Star, How Beautifully You Crawl",obaewankenope (rexthranduil),"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","The Lightbringer is not kind or gentle, it is not merciful or loving, but neither is it cruel or vicious, hateful or violent. The Lightbringer is a torch, a bright little thing with all the potential of light in a void, and it is a being She created knowing it would suffer.For She knows that suffering makes a being strong if it can endure. And the Lightbringer needs to be strong. Strong enough to do what must be done when it needs to be done.",1304.0,1,9,185,17,1786
4059,Devioussss,,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Aziraphale has a little problem with bed-wetting if he forgets to sober up/extract all the wine from his system. Crowley is perversely fascinated by this fact.Crowley deliberately didn’t remind the angel to sober up, so Aziraphale went to bed with an intoxicated blood stream and a full bladder. Crowley knew exactly what this would do and is lying in wait to witness it, a naughty snake, under the covers...",793.0,1,1,185,3,5402
4060,Starlight,ShenanigansEnsue,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens']",Isabelle knew the stars were made for her.,824.0,1,10,185,1,1297
4061,Your Glory and Your Love,TrekBec82,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","After the Ritz, the Ineffable Husbands go back to Aziraphale's bookshop.  Things have changed, both within the shop, and between the couple.",6844.0,1,20,185,13,4691
4062,Know Thy Snakes,Dotty23,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Crowley was frantic. This could not be happening. He had gotten through floods, plagues, volcanic eruptions, revolutions, two bloody world wars with nary a hair out of place but this…this might just be too much for him. He needed help.Or:Being a Snek!Dad is hard.",2321.0,1,17,185,10,1096
4063,Lovesick Aura,Rainbownomja,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",Anathema would really love it if Crowley didn't have that love sick look on his face so often. His aura is the most obvious thing about him and thats saying something.,777.0,1,4,185,7,1594
4064,He Shivers At Your Touch,XavierWalker,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","When Aziraphale touches Crowley, he shivers.",1017.0,1,9,185,7,1523
4065,The Angel Made Him Do It,WhatButAVillain,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","For a prompt on the Tadfield-advertiser meme. https://tadfield-advertiser.dreamwidth.org/517.html?thread=265733""To powers that be (Gabriel? Beelzebub? Fucking creepy Sandalphon?) want to prove to Aziraphale that demons are evil so they force Crowley to rape Az.""Gabriel and the angels want Aziraphale back under their control. How better to do that than to force a wedge between the two friends?Crowley rapes Aziraphale to protect him from a worse fate.",3128.0,1,11,185,16,4001
4066,There Is Only One Nightingale,PlaidAdder,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","Most angels have a fellow-feeling for winged and feathered creatures. But with Aziraphale, everything’s always extra.",2147.0,1,69,185,16,798
4067,not bad for a daisy,iftheycare (RedMushroom),"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","“Well,” Aziraphale examined the kettle, finding it surprisingly clean and already plugged in, “is there anything else I need to know?”Crowley waved his hand, disappointed that they had come to that. “Yeah.” He said, although what he really wanted was to scream‘you don’t need to do anything, they won’t dare die’. “Don’t be nice to them. Ever.”Aziraphale takes care of Crowley's plants and he's reminded how awful plants are at spelling.",5717.0,1,11,185,30,1746
4068,"Spira, Spera",LightningInABottle,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","I breathe, I hopeThe paths of two angels and a demon collide in front of the careful eyes of the cathedral. One, flightless and isolated, a shell of his former self who longs for Earth. The other, so cruelly set in his purity that anything else is unbearable. And the demon, on a mission that could change everything about the nature of Heaven itself.All one can do is breathe. The other can only hope.",70543.0,16,74,185,36,2441
4069,Good As Hell,thecxddler,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","Nothing would be enough until the demon was sitting on his angel’s rock hard cock, riding him until long after sunset, or he was lying on his back on the plush four-poster bed upstairs, writhing and moaning with the angel’s head pressed firmly between his pale thighs, his tongue performing miracles that could only be considered blasphemous, but Aziraphale liked to take his time, liked to hear how much his lover needed him, needed his touch, before finally succumbing to the animalistic rutting the humans had created millennia ago.",1683.0,1,2,185,14,2137
4070,Let's Forget the World Together,Superhero_Wannabe,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",Aziraphale had been thinking too much lately and was beginning to feel alone and isolated by these thoughts. One thing leads to another and suddenly he's calling up his favorite demon at 2:30 in the morning.,1284.0,1,9,185,15,1479
4071,Cheers to the happy couple,SailorYue,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","Aziraphale and Crowley attend Anathema and Newt's wedding. They run into a very unexpected guest and from there, will they be the next to marry?",1906.0,1,3,185,11,1281
4072,Anything You Want,CopperBeech,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",Crowley invites Aziraphale over to watch the new show that everyone's banging on about. Confessions ensue.,658.0,1,53,184,10,792
4073,Velvet Decade,localfreak,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",An old man reminisces about a club from the 1920s gay scene and of a strange man who used to prop up the bar wearing dark glasses.,439.0,1,13,184,17,806
4074,Anyone Can See,Snowfilly1,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","“Crowley’s on edge, his breathing a bit tighter than it ought to be, something beyond the cold making him feel sick and shaky.”A quiet night out at a pub doesn’t go the way they were hoping. Aziraphale looks after his demon as the snow keeps falling.",2740.0,1,54,184,13,841
4075,Communication is key,UnproblematicMe,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","After his week off, Aziraphale returns to work. His mood is not great since Crowley has not once called or messaged him. To his further annoyance his boss Gabriel is in the office early. Only, it's not Gabriel.",5361.0,2,55,184,8,1661
4076,It Didn't Just Get Up and Walk Away!,Quefish,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Aziraphale wakes up the morning after hooking up with a man met via dating app. Everything seems alright, until he realises that there is something missing ...",2639.0,1,60,184,10,784
4077,Getting Lucky,Supergeek21,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (Radio)']","As much as Aziraphale has a soft spot for romance, he has never given much thought to sex, that is until an over-zealous acquaintance insinuates he should be having it with Crowley... tonight!Crowley is thrilled to finally be openly dating Aziraphale. He'd do just about anything to make his angel happy, even things he never imagined his love would be interested in.What happens when two supernatural beings love each other very much, but are still very bad a communication?",4928.0,1,24,184,13,1415
4078,Come not between an angel and his wrath!,Augenblickgotter,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Crowley is jumped, kidnapped, and almost joyridden back to Hell in his own Bentley.Lucky for him his Angel won't stand for that.Bonus, Shakespearian quotes.",2177.0,1,11,184,20,1084
4079,Bebop It,charlottemadison,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",The right playlist is essential when hosting demonic company.,503.0,1,20,184,1,683
4080,Black Knight,dreamsofspike,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",Summoning - and all that goes along with it - is simply an unpleasant fact of a demon's existence.Crowley has Had Enough.,4837.0,1,27,184,17,1417
4081,Heaven can wait,UnproblematicMe,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Even though Aziraphale is glad that the plans to recall him to Heaven apparently changed, he is curious why.",2021.0,1,20,184,16,1363
4082,Fluctuat nec mergitur,Katinka01,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","""Ligur stands in the doorway. Ligur stands in the doorway, surprised, soaked to the bone, and alive.Holy water destroys demons. There is no way around it, no questions, no pleading. Just a drop and you’re a goner. A puddle of goo. And yet, Ligur is standing there, not a scratch on him, confusion getting overtaken by anger, even though the water hit him fully. Which leaves only one option.It isn’t holy water.""Aka: what if Aziraphale gave Crowley regular water instead of holy, but Crowley doesn't find out until he is facing down Hastur and Ligur.",9167.0,3,63,184,21,1487
4083,Too Much,SherlockxofxBakerSt,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Sometimes, even for an angel, the world can be too much.",1656.0,1,29,184,16,1169
4084,Crawling Back To You,madrabbitgirl,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","College-age Aziraphale pushed his closest friend away and moved out of town with his married Literature professor in a panicked attempt at escaping his family’s rampant homophobia. Years later, devastated by a dreadful break-up, he’s returned to his small hometown to live with his brother and attempt to heal his broken heart (and broken life, if he were being honest with himself). What he didn’t count on was his old friend Crawley- now calling himselfCrowleyand looking dashing as ever- to have returned as well.Crawley’s wounds from their last argument are deep and Aziraphale may never be able to regain what they once had, but he’d certainly like to try. The two of them need to have an actual conversation, but that’s not really how these plots go, is it?",57075.0,15,127,184,28,3114
4085,Angels ever Bright and Fair,wyrmy,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",Aziraphale has a highly unpleasant reunion with a family member he hasn't seen in years.,1745.0,1,19,184,8,1523
4086,How Beautiful the Night,childrenofthesun,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Fog curled around the polished toes of Crowley's shoes, seemingly seeking to keep him earthbound even as he hauled himself up onto the stone wall surrounding the cemetery. The damp air smothered any sound he might make, and there was barely a muted thud as he landed on the other side.He made his way to the same spot he always did, coming to a halt before a simple, arched slab of stone bearing little more than a name and a date. The other headstones loomed pale in the mist behind him, like the ghosts of those buried beneath them.The grave that Crowley stood over was empty.It was his own.",2093.0,1,25,184,24,836
4087,Naga Nanny Ashtoreth,Quefish,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Nanny surprised Brother Francis in his cottage, she's never shifted to naga form while presenting female before.",2046.0,1,38,184,20,2223
4088,Foundling,lyricwritesprose,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","A very young and desperate creature finds an unusual rescuer.  Written for the prompt ""kitten"" on the Good Omens Mini-Bang Discord.",426.0,1,44,184,11,667
4089,Anything She Wants,orchidlocked,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","Aziraphale was having a wonderful day, and as usual, it was because of Crowley, who had gone to six different shops to find flowers and chocolates and even a bespoke baby pink lingerie set for her. Crowley, who would do (and had done), anything for Aziraphale, including, but not limited to, fucking her silly anytime she wanted it. Which, as it turned out, was quite often. They were currently in the upstairs nook of the bookshop, on the plush bed that had miraculously made itself with fresh new sheets about four times in the past forty-eight hours. Not that either of them were keeping track.",1008.0,1,6,184,19,1546
4090,Beards of a feather flock together,Mothfluff,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","“Angel.” Crowley cuts through the babbling with almost a bit of dread in his voice. “Did you shave your head? Is that what you're trying to say?”“Oh gosh, no, nothing that extreme! Really, would you actually believe me to do that? I know you like your hair changed every few years or so, but I-”“What did you do, then? What did Holly and her shaved head inspire you to do?”Another round of silence on both ends of the line. Crowley prepares himself for the worst, though he has no idea what that would be.“I've grown a beard.” Aziraphale almost whispers.“You what?”“I've grown a beard!” He repeats, a tad louder. “I've always wondered – there's barely any angels with facial hair, and you used to have those- I just had no idea what I might look like with one, and I thought, if not now-”“And?”“And what?” Aziraphale huffs.“What do you look like?” Crowley's grin is mischievous, and his voice really shouldn't sound like this, but he can't help the teasing as he rubs across his own beard, still not vanished away by miracle.",3096.0,1,12,184,15,736
4091,Agitation,cuddlesmonster,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']",Aziraphale is feeling worried and working himself up. Daddy helps him calm down.,1788.0,1,8,184,21,2402
4092,"Underneath the dirt, dust and debris, something delicate and divine",Nenchen,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","It's 1941.After Crowley saving him and his books, Aziraphale just can't deny it anymore.(Aka. They snog the ever loving shit out of each other. Then it get's a tad sad. Then not sad anymore!)",2253.0,1,32,184,22,1421
4093,(Movie) Reel Fantasies,Shay_Moonsilk,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","In the 1970's, Aziraphale had a fantasy involving the couch in his bookshop. Enter Crowley, who is always ready to indulge whatever fantasy his angel has.Part of AZ Fell's Erotica ""Love And Lust Through The Ages""",1180.0,1,11,184,21,1371
4094,she’s back,theycallmeDernhelm (onyourleft084),"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Crowley struggles to put a look together for a night out. Perhaps it’s not the clothes that need to change, but the body...",3343.0,1,17,184,11,1141
4095,Blades and Healing,lyricwritesprose,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","In ancient Sumer, Crowley runs afoul of another demon.  Aziraphale does something that makes him risk losing himself, and he does exactly what he should do.It's early days, though.  Don't expect him to work out which is which.",3086.0,1,41,184,11,1040
4096,O Christmas Pine,wingedspirit,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",Crowley and Anathema meet up for dinner and a conversation.,1289.0,1,14,184,8,988
4097,This isn't Fanfiction,Flywolf33,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",Crowley would be damned – again – if he let their first kiss be due to a plant. This wasn’t fanfiction.,1538.0,1,18,184,19,718
4098,Hiding,Davechicken,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Sometimes, the world is too much, and Crowley needs to hide.",714.0,1,29,184,23,848
4099,Hush,theOverly,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","He suddenly picks up on footsteps as someone approaches, causing him to fall completely still upon being reminded that they are very much in public and the only thing shielding them from view is a curtain.",1648.0,1,5,184,19,2070
4100,The One With The Happy Bottoms,Davechicken,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Why should anyone really compromise, when mutual satisfaction is just a breath away?",1240.0,1,61,184,15,1328
4101,Christmas Surprises,Quefish,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Crowley decides to celebrate Cristmas, much to Aziraphale's surprise and excitement.Updated to include Art commission byartcake!",1312.0,1,26,184,11,2924
4102,Pain Relief,OKami_hu,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","When Crowley's corporation gives him grief, it's best to call for some pain relief - something Aziraphale proves to be very good at.",4423.0,1,18,184,22,2210
4103,You Create Me Against Your Thighs,lavendermermaid,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Crowley stood and circled in front of her.  They wore black stilettos, maybe four inches, and towered over Aziraphale.  Her eyes traced up and down the demon’s form - she hadn’t seen, earlier, what Crowley planned to wear - and landed right where Crowley thought they would.  Crowley smirked.They tutted scoldingly.  The sword found Aziraphale’s chin and tilted her face up.  “My eyes are up here, angel.”  Crowley couldn’t help wondering, if another demon actually did manage to capture Aziraphale, how they would resist her big, round eyes looking up through those thick lashes.Or: The flaming sword mysteriously arrives at the bookshop; Aziraphale & Crowley roleplay that Crowley has captured Aziraphale and uses the sword for sexy threatening purposes",3376.0,1,7,184,26,2940
4104,nsfw good omens art IX,poorlyformed (cathybites),"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",explicit nsfw art below. proceed with care.,0.0,1,13,184,12,4680
4105,There's Something About Aziraphale,Lexitennant2,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Crowley isn't looking for love, he's perfectly fine with spending his nights out with his best friend Anathema, or volunteering at the local plant nursery ( not that he'd ever tell anyone ) instead of staying up all night thinking about some guy or girl. But then he bumps into an angelic boy named Aziraphale in a cafe and he's head over heels immediately. You're typical romantic comedy about a guy who isn't looking for love, but somehow always finds it.",16777.0,13,44,184,21,2143
4106,Veritas,Elshil,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Both angel and demon have their little secrets.Fortunately, they have forgetten how smart they both are.",2794.0,4,15,184,31,3182
4107,Big sweet angel.,DontGoInHere (SimonSilverBean),"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",Crowley has just stuffed Aziraphale. Now all they need is a nap. Like really bad.,332.0,1,5,184,7,3438
4108,To Hunger Alone,kingfisherBlues,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Aziraphale, with his enemy-companion Crowley, has dined at the finest of establishments in the most fashionable cities for millennia, served by obsequious chefs who know a true professional eater when they see one. He is, in fact, the epitome of a gourmand. But despite these many years of learning the difference between anise and licorice on a single taste, he can't peel an onion or fry an egg without the risk of severe bodily harm.Who ever heard of a gourmand that couldn't cook?",9396.0,1,32,184,49,950
4109,Nothin' Fucks With My Baby,WildnessBecomesYou,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Nothing fucks with my babyNothing can get a look in on my babyNothing fucks with my babyNothing, nothing, nothing, nothingA look back on the deeds, misdeeds, and journey of our Ineffable Husbands, set to the mystical sounds of Hozier.Or something like that",14516.0,14,66,184,41,2054
4110,Ineffable Drabbles,lineslines,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",A collection of Good Omens / Ineffable Husbands Drabbles.,12117.0,19,29,184,16,1583
4111,另一次安排 | Another Arrangement,Alonenlavida,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",,3581.0,1,0,184,8,4799
4112,First Editions and Birds of Paradise,teashi_no_kono_ito_hodoite,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","In which Aziraphale owns a bookshop, and Crowley is in the exotic plant business.",2773.0,1,16,184,10,1146
4113,We Are Family,BooknerdMiss,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)', 'The Avengers (Marvel Movies)', 'Marvel Cinematic Universe']","Loki's been spotted in different cities around the globe in the company of two men. The Avengers have no idea what the god of mischief is up to, but they're going to find out.5 times the Avengers see Loki with Aziraphale & Crowley + 1 time they meet the angel & demon for real.",5883.0,4,23,183,34,1945
4114,Office Politics,A_plus_platypus,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","It had been a long, arduous day at the office. The kind of day that crawls by with the speed of a reluctant snail. Normal. Simple. Boring. Aziraphale Fell was prepared to go home (after, of course, finishing the extra work Mr. Gabriel Stern was kind enough to give him) and return to reading his newly purchased novella following the sweet reunion of a Little with her Caregiver (he wasn’t lonely at all!) when he discovered a surprise waiting for him in his office.A familiar surprise. A previously intimidating surprise. A now very young, sweet, and completely defenseless surprise.One dropped Mr. Anthony J. Crowley who, until now, Aziraphale was completely unaware was a Little.What was he to do?",20403.0,5,61,183,20,3214
4115,Polo neck secrets,GayDemonicDisaster (scrapheapchallenge),"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","I’m a bit slow off the mark with the whole “Crowley in a polo neck jumper” thing, but in my defence I started it last year but didn’t finish it until this one.Why a polo neck? To hide the love bites of course!With thanks toPieandSteviefrom the art discord for their inspiration.",2994.0,1,46,183,12,1332
4116,Time After Time,PurpleRose (Purple_Rose_Writes),"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","After their argument in Rome their relationship has changed, but unfortunately heat cycles don't care about feelings.",3711.0,10,100,183,8,2510
4117,The Worst Time,PurpleRose (Purple_Rose_Writes),"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Crawly has tried so hard to protect the angel in his care. But the life of an omega is hard, and Crawly can't be everywhere at once.",2330.0,3,27,183,4,2426
4118,Ineffable Hugfest,tinykelpie (cyankelpie),"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",A collection of ficlets for the 20 Days of Hugs challenge on the Ace Omens discord server. Hugs galore.,17485.0,19,304,183,6,1998
4119,Exclusive,UnproblematicMe,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",Two stories of misunderstandings that both have tears and smut and happy endings.,6040.0,2,56,183,19,2285
4120,Your Lighthouse Keeper,hope_in_the_dark,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Crowley is a fisherman, and his husband is a lighthouse keeper. This is a Christmas story.",5128.0,1,51,183,30,860
4121,in our own strength confide,hapax (hapaxnym),"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Aziraphale was not brave.But push him far enough, and he'll make the first move.",1612.0,1,22,183,17,1373
4122,Call My Bluff,lucky_spike,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","A retail employee jokes that they're immortal. Crowley loves a joke.She intends it as a joke, he’s sure: “That’s £12.57. Oh, hey 1257! That’s the year I was born!”She intends it as a joke; he can feel the mischief heavy in the air around her. He may be retired, but he’s still a demon, after all. So he sees the joke, grabs it, and runs.“Were you?” says Crowley, handing over a sleek black card to the almost-certainly-not-764-year-old human working the register. She laughs, and he smiles.",962.0,1,15,183,21,710
